,Name,Price,Rating,Link
39,"ASUS VivoBook 15 (2022) Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515JA-EJ392WS Thin and Light Laptop (15.6 inch, Transparent Silver, 1.80 kg, with MS Office)","35,990",0.0 out of 5 stars,https://www.amazon.in/ASUS-VivoBook-Core-10th-X515JA-EJ392WS/dp/B0BLLSNQJS/ref=sr_1_40?keywords=laptop&qid=1669651800&qu=eyJxc2MiOiI5LjIyIiwicXNhIjoiOS40OSIsInFzcCI6IjYuODUifQ%3D%3D&sr=8-40
40,"Infinix X1 Slim Series Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) XL21 Thin and Light Laptop (14 inch, Cosmic Blue, 1.24 kg)","30,990",0.0 out of 5 stars,https://www.amazon.in/Infinix-Slim-Core-10th-Gen/dp/B0BLC252P7/ref=sr_1_41?keywords=laptop&qid=1669651800&qu=eyJxc2MiOiI5LjIyIiwicXNhIjoiOS40OSIsInFzcCI6IjYuODUifQ%3D%3D&sr=8-41
41,"(Renewed) Lenovo ThinkPad T470 intel 6th Gen Core i5 Laptop, 8 GB RAM, 256GB SSD, 14 inch (36.83 cms), Windows 11 (Upgraded), MS Office, Black","20,999",3.8 out of 5 stars,https://www.amazon.in/Renewed-Lenovo-ThinkPad-T470-Upgraded/dp/B09RFWMS47/ref=sr_1_42?keywords=laptop&qid=1669651800&qu=eyJxc2MiOiI5LjIyIiwicXNhIjoiOS40OSIsInFzcCI6IjYuODUifQ%3D%3D&sr=8-42
42,"(Renewed) HP ProBook Intel 6th Gen Core i5 14 inches FHD Screen Laptop (8GB RAM, 256GB SSD, HD Graphics, Windows 11 (Upgraded), MS Office, Black, Slim)","18,924",2.9 out of 5 stars,https://www.amazon.in/Renewed-HP-ProBook-Graphics-Upgraded/dp/B09NGMBZGB/ref=sr_1_43?keywords=laptop&qid=1669651800&qu=eyJxc2MiOiI5LjIyIiwicXNhIjoiOS40OSIsInFzcCI6IjYuODUifQ%3D%3D&sr=8-43
43,"(Renewed) HP ProBook 430 G3 6th Gen Intel Core i7 Thin & Light HD Laptop (8 GB DDR4 RAM/256 GB SSD/13.3"" (33.8 cm)/Windows 11/MS Office/Wifi/Bluetooth 4.0/Webcam/Integrated Graphics)","23,999",3.3 out of 5 stars,https://www.amazon.in/HP-ProBook-Bluetooth-Integrated-Graphics/dp/B09V87RG9H/ref=sr_1_44?keywords=laptop&qid=1669651800&qu=eyJxc2MiOiI5LjIyIiwicXNhIjoiOS40OSIsInFzcCI6IjYuODUifQ%3D%3D&sr=8-44
44,"(Renewed) Lenovo Thinkpad L450 5th Gen Intel Core i5 HD Laptop (16 GB RAM/512 GB SSD/14"" (35.6 cm)/Windows 10 Pro/MS Office/WiFi/Bluetooth 4.0/Webcam/Intel HD Graphics)","22,997",3.5 out of 5 stars,https://www.amazon.in/Renewed-Lenovo-Thinkpad-Bluetooth-Graphics/dp/B0B3HWHTH7/ref=sr_1_45?keywords=laptop&qid=1669651800&qu=eyJxc2MiOiI5LjIyIiwicXNhIjoiOS40OSIsInFzcCI6IjYuODUifQ%3D%3D&sr=8-45
45,"HP Chromebook 11a, MediaTek MT8183 Processor 11.6 inch(29.5 cm) Thin and Light Touchscreen Laptop (4 GB RAM/64 GB eMMC/ Chrome OS /Fast Charge/Google Assistant/Indigo Blue/1.07Kg), na0002MU, 1.07Kg","19,313",3.9 out of 5 stars,https://www.amazon.in/HP-Chromebook-11-6-inch-Touchscreen-11a-na0002MU/dp/B08WPNPTDD/ref=sr_1_46?keywords=laptop&qid=1669651800&qu=eyJxc2MiOiI5LjIyIiwicXNhIjoiOS40OSIsInFzcCI6IjYuODUifQ%3D%3D&sr=8-46
46,Acer One 14 Z2-493 (UN.431SI.129) Laptop (AMD Ryzen 3-3250U/ 8GB RAM/ 1TB HDD/ Windows 11 PRO with MS-Office with Lifetime Validity/ 14 Inch/ 3 Years Warranty) Silver,"29,999",2.0 out of 5 stars,https://www.amazon.in/Acer-431SI-129-MS-Office-Lifetime-Validity/dp/B0BLHT7THG/ref=sr_1_47?keywords=laptop&qid=1669651800&qu=eyJxc2MiOiI5LjIyIiwicXNhIjoiOS40OSIsInFzcCI6IjYuODUifQ%3D%3D&sr=8-47
47,HP 245 G8 Notebook PC 14 Inch HD 62G68PA ( AMD Ryzen R3 /8 GB RAM / 1TB / Windows 11/ AMD Radeon™ Graphics),"29,400",0.0 out of 5 stars,https://www.amazon.in/HP-Notebook-62G68PA-RadeonTM-Graphics/dp/B0BHP9WBLZ/ref=sr_1_48?keywords=laptop&qid=1669651800&qu=eyJxc2MiOiI5LjIyIiwicXNhIjoiOS40OSIsInFzcCI6IjYuODUifQ%3D%3D&sr=8-48
48,"Lenovo ThinkPad E15 Intel Core i3 11th Gen 15.6-inch (39.62 cm) FHD Antiglare Thin and Light Laptop (8GB RAM/512GB SSD/Windows 11 Home/MS Office H&S 2021/FPR/Black/1.7 kg), 20TDS0T200","46,990",4.1 out of 5 stars,https://www.amazon.in/Lenovo-ThinkPad-15-6-inch-Antiglare-20TDS0T200/dp/B09K5STXTW/ref=sr_1_49?keywords=laptop&qid=1669651801&qu=eyJxc2MiOiI5LjIyIiwicXNhIjoiOS40OSIsInFzcCI6IjYuODUifQ%3D%3D&sr=8-49
49,Acer Extensa 15 Lightweight Laptop Intel Core i3 11th Gen Processor - (8 GB/ 512 GB SSD/ Windows 11 Home/ 1.7kg/ Black/ Elevated Hinge Design) EX215-54 with 39.6 cm (15.6 inches) FHD Display,"34,829",4.0 out of 5 stars,https://www.amazon.in/Acer-Extensa-Lightweight-Laptop-Processor/dp/B0B5ZN13GV/ref=sr_1_50?keywords=laptop&qid=1669651801&qu=eyJxc2MiOiI5LjIyIiwicXNhIjoiOS40OSIsInFzcCI6IjYuODUifQ%3D%3D&sr=8-50
50,"Infinix X1 Slim Series Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) XL21 Thin and Light Laptop (14 inch, Noble Red, 1.24 kg)","30,490",0.0 out of 5 stars,https://www.amazon.in/Infinix-Slim-Core-10th-Gen/dp/B0BLT7GPTL/ref=sr_1_51?keywords=laptop&qid=1669651801&qu=eyJxc2MiOiI5LjIyIiwicXNhIjoiOS40OSIsInFzcCI6IjYuODUifQ%3D%3D&sr=8-51
51,"ASUS VivoBook 14 (2022) Ryzen 7 Quad Core AMD R7-3700U - (16 GB/512 GB SSD/Windows 11 Home) M415DA-EB512WS Thin and Light Laptop (14 inch, Transparent Silver, 1.60 kg, with MS Office)","47,490",0.0 out of 5 stars,https://www.amazon.in/ASUS-VivoBook-Ryzen-Quad-R7-3700U/dp/B0BMGP6FJG/ref=sr_1_52?keywords=laptop&qid=1669651801&qu=eyJxc2MiOiI5LjIyIiwicXNhIjoiOS40OSIsInFzcCI6IjYuODUifQ%3D%3D&sr=8-52
52,"Acer One 14 Business Laptop AMD Ryzen 5 3500U Processor (16GB RAM/512GB SSD/AMD Radeon Graphics/Windows 11 Home/MS Office) Z2-493 with 35.56 cm (14.0"") HD Display (Rose Gold)","39,990",3.0 out of 5 stars,https://www.amazon.in/Acer-Business-Processor-Graphics-Z2-493/dp/B0BD8GFFVL/ref=sr_1_53?keywords=laptop&qid=1669651801&qu=eyJxc2MiOiI5LjIyIiwicXNhIjoiOS40OSIsInFzcCI6IjYuODUifQ%3D%3D&sr=8-53
53,"Lenovo ThinkBook 15 AMD Ryzen 3 5300U 15.6"" (39.62cm) FHD 220 Nits Antiglare Thin and Light Laptop (8GB/512GB SSD/Windows 11/MS Office/Mineral Grey/1.7 Kg), 21A4A09TIH","36,990",4.1 out of 5 stars,https://www.amazon.in/Lenovo-ThinkBook-39-62cm-Antiglare-21A4A09TIH/dp/B0B1DJS5PN/ref=sr_1_54?keywords=laptop&qid=1669651801&qu=eyJxc2MiOiI5LjIyIiwicXNhIjoiOS40OSIsInFzcCI6IjYuODUifQ%3D%3D&sr=8-54
54,"ASUS Vivobook 15, 15.6-inch (39.62 cms) FHD, AMD Ryzen 5 3500U, Thin and Light Laptop (8GB/512GB SSD/Integrated Graphics/Windows 11/Office 2021/Silver/1.8 kg), M515DA-BQ512WS, Transparent Silver","40,018",4.1 out of 5 stars,https://www.amazon.in/ASUS-15-6-inch-Integrated-M515DA-BQ512WS-Transparent/dp/B09W9XYK47/ref=sr_1_55?keywords=laptop&qid=1669651801&qu=eyJxc2MiOiI5LjIyIiwicXNhIjoiOS40OSIsInFzcCI6IjYuODUifQ%3D%3D&sr=8-55
55,"RedmiBook Pro Intel Core i5 11th Gen H Series 15.6-inch(39.62 cm) Thin and Light Laptop (8GB/512 GB SSD/Windows 11) (Charcoal Gray, 1.8 kg, with MS Office'21)","44,990",3.9 out of 5 stars,https://www.amazon.in/Redmi-15-6-inch-Laptop-Windows-Charcoal/dp/B09L53YH86/ref=sr_1_56?keywords=laptop&qid=1669651801&qu=eyJxc2MiOiI5LjIyIiwicXNhIjoiOS40OSIsInFzcCI6IjYuODUifQ%3D%3D&sr=8-56
56,"ASUS VivoBook 14 (2022) Ryzen 5 Quad Core AMD R5-3500U - (8 GB/512 GB SSD/Windows 11 Home) M415DA-EB712WS Thin and Light Laptop (14 inch, Transparent Silver, 1.60 kg, with MS Office)","39,990",0.0 out of 5 stars,https://www.amazon.in/ASUS-VivoBook-Ryzen-Quad-R5-3500U/dp/B0BLK7ML9B/ref=sr_1_57?keywords=laptop&qid=1669651801&qu=eyJxc2MiOiI5LjIyIiwicXNhIjoiOS40OSIsInFzcCI6IjYuODUifQ%3D%3D&sr=8-57
57,"(Renewed) ASUS VivoBook 14 (2021), 14-inch (35.56 cm) HD, Intel Core i3-1005G1 10th Gen, Thin and Light Laptop (8GB/1TB HDD/Windows 11/Integrated Graphics/Grey/1.6 kg), X415JA-BV301W","24,984",1.7 out of 5 stars,https://www.amazon.in/ASUS-VivoBook-i3-1005G1-Integrated-X415JA-BV301W/dp/B09XKJF7GT/ref=sr_1_58?keywords=laptop&qid=1669651801&qu=eyJxc2MiOiI5LjIyIiwicXNhIjoiOS40OSIsInFzcCI6IjYuODUifQ%3D%3D&sr=8-58
58,"ASUS Intel VivoBook 15 Core i3 10th Gen - (8 GB/1 TB HDD/Windows 11 Home) X515JA-BQ302W Thin and Light Laptop (15.6 inches, Transparent Silver, 1.80 kg)","31,390",2.8 out of 5 stars,https://www.amazon.in/ASUS-Intel-VivoBook-Core-10th/dp/B0B48KGMZD/ref=sr_1_59?keywords=laptop&qid=1669651801&qu=eyJxc2MiOiI5LjIyIiwicXNhIjoiOS40OSIsInFzcCI6IjYuODUifQ%3D%3D&sr=8-59
59,"ASUS VivoBook K15 OLED Ryzen 7 Octa Core AMD R7-5700U - (16 GB/512 GB SSD/Windows 11 Home) KM513UA-L713WS Thin and Light Laptop (15.6 Inch, Transparent Silver, 1.80 Kg, with MS Office)","66,990",0.0 out of 5 stars,https://www.amazon.in/ASUS-VivoBook-OLED-Ryzen-R7-5700U/dp/B0BLVQTS44/ref=sr_1_60?keywords=laptop&qid=1669651801&qu=eyJxc2MiOiI5LjIyIiwicXNhIjoiOS40OSIsInFzcCI6IjYuODUifQ%3D%3D&sr=8-60
60,"ASUS Vivobook S15 OLED 2022, 15.6"" 39.62 cm FHD OLED, Intel Core Evo i5-12500H 12th Gen, Thin and Light Laptop (16GB/512GB SSD/Iris Xe Graphics/Windows 11/Office 2021/Grey/1.8 kg), K3502ZA-L501WS","74,990",4.4 out of 5 stars,https://www.amazon.in/ASUS-Vivobook-Intel-Core-Evo-i5-12500H-K3502ZA-L501WS/dp/B09YHF7WHL/ref=sr_1_61?keywords=laptop&qid=1669651801&qu=eyJxc2MiOiI5LjIyIiwicXNhIjoiOS40OSIsInFzcCI6IjYuODUifQ%3D%3D&sr=8-61
61,"HP 14s, Ryzen 5-5500U 16GB RAM/512GB SSD 14-inches (35.6 cm) FHD, IPS, Micro-Edge Display/AMD Radeon Graphics/Alexa/Win 11/Backlit KB/Dual Speakers/MSO 2021/1.46 Kg, 14s- fy1003AU , Windows 11 Home","54,990",4.2 out of 5 stars,https://www.amazon.in/HP-14-inches-Micro-Edge-14s-fy1003AU/dp/B0B58VN76J/ref=sr_1_62?keywords=laptop&qid=1669651801&qu=eyJxc2MiOiI5LjIyIiwicXNhIjoiOS40OSIsInFzcCI6IjYuODUifQ%3D%3D&sr=8-62
62,Acer Extensa 15 Lightweight Laptop Intel Core i5 11th Gen Processor - (8 GB/ 512 GB SSD/ Windows 11 Home/ 1.7kg/ Black/ Elevated Hinge Design) EX215-54 with 39.6 cm (15.6 inches) FHD Display,"44,990",4.0 out of 5 stars,https://www.amazon.in/Acer-Extensa-Lightweight-Laptop-Processor/dp/B0B5ZMV9T9/ref=sr_1_63?keywords=laptop&qid=1669651801&qu=eyJxc2MiOiI5LjIyIiwicXNhIjoiOS40OSIsInFzcCI6IjYuODUifQ%3D%3D&sr=8-63
63,"Lenovo IdeaPad Slim 3 Chromebook Intel Celeron N4020 14'' (35.56cm) FHD Thin & Light Laptop (4GB/64GB eMMC/Chrome OS/Upto 10hr Battery/2W x2 HD Speaker/Platinum Grey/1.4Kg), 82C1002EHA","21,429",3.7 out of 5 stars,https://www.amazon.in/Lenovo-IdeaPad-Chromebook-Platinum-82C1002EHA/dp/B09LVP7KZG/ref=sr_1_64?keywords=laptop&qid=1669651801&qu=eyJxc2MiOiI5LjIyIiwicXNhIjoiOS40OSIsInFzcCI6IjYuODUifQ%3D%3D&sr=8-64
64,"Lenovo V14 Intel Core I3 11th Gen 14"" Thin and Light Laptop (8GB RAM/256GB SSD/Windows 11/Iron Grey/1.5 kg)","31,999",,https://www.amazon.in/Lenovo-Intel-Light-Laptop-Windows/dp/B0BLHQXV42/ref=sr_1_65?keywords=laptop&qid=1669651803&qu=eyJxc2MiOiI5LjIyIiwicXNhIjoiOS40OSIsInFzcCI6IjYuODUifQ%3D%3D&sr=8-65
65,"(Renewed) HP EliteBook 840 G2, Intel Core i5-5300U up to 2.3 GHz, 8GB RAM, 500 GB SATA Windows 10 Pro","18,549",3.3 out of 5 stars,https://www.amazon.in/HP-EliteBook-i5-5300U-Computer-Windows/dp/B07NV1WJ3P/ref=sr_1_66?keywords=laptop&qid=1669651803&qu=eyJxc2MiOiI5LjIyIiwicXNhIjoiOS40OSIsInFzcCI6IjYuODUifQ%3D%3D&sr=8-66
66,"ASUS VivoBook Flip 14 (2021), 14-inch (35.56 cm) FHD Touch, Intel Core i3-1115G4 11th Gen, 2-in-1 Laptop (8GB/512GB SSD/Office 2021/Windows 11/Integrated Graphics/Black/1.5 kg), TP470EA-EC312WS","49,990",4.3 out of 5 stars,https://www.amazon.in/ASUS-VivoBook-i3-1115G4-Integrated-TP470EA-EC312WS/dp/B09RQLJ41D/ref=sr_1_67?keywords=laptop&qid=1669651803&qu=eyJxc2MiOiI5LjIyIiwicXNhIjoiOS40OSIsInFzcCI6IjYuODUifQ%3D%3D&sr=8-67
67,(Renewed) Dell Latitude 7280 (Core I5 7Th Gen/8GB/512GB SSD/Webcam/12.5''/Win Pro),"19,890",,https://www.amazon.in/Renewed-Dell-Latitude-512GB-Webcam/dp/B0BKZHF6QV/ref=sr_1_68?keywords=laptop&qid=1669651803&qu=eyJxc2MiOiI5LjIyIiwicXNhIjoiOS40OSIsInFzcCI6IjYuODUifQ%3D%3D&sr=8-68
68,"Lenovo IdeaPad Slim 1 Intel Celeron N4020 4th Gen 11.6'' (29.46cm) HD Thin & Light Laptop (4GB/256GB SSD/Windows 11/Office 2021/3months Game Pass/Platinum Grey/1.2Kg), 81VT009UIN","23,090",3.8 out of 5 stars,https://www.amazon.in/Lenovo-IdeaPad-Celeron-Platinum-81VT009UIN/dp/B09V7ZJYBN/ref=sr_1_69?keywords=laptop&qid=1669651803&qu=eyJxc2MiOiI5LjIyIiwicXNhIjoiOS40OSIsInFzcCI6IjYuODUifQ%3D%3D&sr=8-69
69,"Lenovo IdeaPad Slim 3 Intel Core i3 11th Gen 14"" (35.56cm) FHD Thin & Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/2Yr Warranty/3months Game Pass/Arctic Grey/1.41Kg), 82H701DNIN","40,990",3.9 out of 5 stars,https://www.amazon.in/Lenovo-IdeaPad-35-56cm-Warranty-82H701DNIN/dp/B0B4JN3WYP/ref=sr_1_70?keywords=laptop&qid=1669651803&qu=eyJxc2MiOiI5LjIyIiwicXNhIjoiOS40OSIsInFzcCI6IjYuODUifQ%3D%3D&sr=8-70
70,"ASUS Vivobook 14, 14.0-inch (35.56 cms) FHD, Intel Core i3-1005G1 10th Gen, Thin and Light Laptop (8GB/512GB SSD/Integrated Graphics/Windows 11/Office 2021/Grey/1.60 kg), X415JA-EK324WS","32,980",3.7 out of 5 stars,https://www.amazon.in/ASUS-14-0-inch-i3-1005G1-Integrated-X415JA-EK324WS/dp/B0B8ZS9YLC/ref=sr_1_71?keywords=laptop&qid=1669651803&qu=eyJxc2MiOiI5LjIyIiwicXNhIjoiOS40OSIsInFzcCI6IjYuODUifQ%3D%3D&sr=8-71
71,"HP Victus 12th Gen Intel Core i7 15.6 inch(39.6 cm) FHD Gaming Laptop (8GB RAM/512GB SSD/RTX 3050 4GB Graphics/144Hz/9ms Response Time/Win 11/MSO/Backlit KB/B&O Audio/Alexa/Xbox Pass), 15-fa0073TX","84,490",4.0 out of 5 stars,https://www.amazon.in/HP-Graphics-Response-Backlit-15-fa0073TX/dp/B0B752D4Z7/ref=sr_1_72?keywords=laptop&qid=1669651803&qu=eyJxc2MiOiI5LjIyIiwicXNhIjoiOS40OSIsInFzcCI6IjYuODUifQ%3D%3D&sr=8-72
72,Mi Notebook Pro QHD+ IPS Anti-Glare Display Intel Core I5-11300H 11th Gen 14 Inch Thin & Light Laptop (16GB/512GB SSD/Iris Xe Graphics/Windows 11 Home/MS Office 21/Backlit Keyboard/FP Sensor/1.4 Kg),"59,999",4.3 out of 5 stars,https://www.amazon.in/Notebook-Display-i5-11300H-Graphics-Fingerprint/dp/B098XL8VSM/ref=sr_1_73?keywords=laptop&qid=1669651803&qu=eyJxc2MiOiI5LjIyIiwicXNhIjoiOS40OSIsInFzcCI6IjYuODUifQ%3D%3D&sr=8-73
73,"ASUS VivoBook, 14-inch HD, Intel Core i3 1005G1 10th Gen, (8GB/1TB HDD/Windows 11/Office H&S 2021/Slate Grey/1.60/Fingerprint) Kg, X415JA-BV301WS","32,400",2.9 out of 5 stars,https://www.amazon.in/ASUS-VivoBook-14-inch-Fingerprint-X415JA-BV301WS/dp/B09ZLL1M8Y/ref=sr_1_74?keywords=laptop&qid=1669651803&qu=eyJxc2MiOiI5LjIyIiwicXNhIjoiOS40OSIsInFzcCI6IjYuODUifQ%3D%3D&sr=8-74
74,(Renewed) LENOVO THINKPAD T470 (CORE I5 7TH GEN/8GB/256GB SSD/WEBCAM/14''/WIN PRO),"21,790",3.7 out of 5 stars,https://www.amazon.in/Renewed-LENOVO-THINKPAD-256GB-WEBCAM/dp/B0BG5751XL/ref=sr_1_75?keywords=laptop&qid=1669651803&qu=eyJxc2MiOiI5LjIyIiwicXNhIjoiOS40OSIsInFzcCI6IjYuODUifQ%3D%3D&sr=8-75
75,"ASUS VivoBook 15 (2022) Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515JA-EJ392WS Thin and Light Laptop (15.6 inch, Transparent Silver, 1.80 kg, with MS Office)","35,990",,https://www.amazon.in/ASUS-VivoBook-Core-10th-X515JA-EJ392WS/dp/B0BLLSNQJS/ref=sr_1_76?keywords=laptop&qid=1669651803&qu=eyJxc2MiOiI5LjIyIiwicXNhIjoiOS40OSIsInFzcCI6IjYuODUifQ%3D%3D&sr=8-76
76,"(Renewed) Lenovo ThinkPad T470 intel 6th Gen Core i5 Laptop, 8 GB RAM, 256GB SSD, 14 inch (36.83 cms), Windows 11 (Upgraded), MS Office, Black","20,999",3.8 out of 5 stars,https://www.amazon.in/Renewed-Lenovo-ThinkPad-T470-Upgraded/dp/B09RFWMS47/ref=sr_1_77?keywords=laptop&qid=1669651803&qu=eyJxc2MiOiI5LjIyIiwicXNhIjoiOS40OSIsInFzcCI6IjYuODUifQ%3D%3D&sr=8-77
77,"(Renewed) HP ProBook Intel 6th Gen Core i5 14 inches FHD Screen Laptop (8GB RAM, 256GB SSD, HD Graphics, Windows 11 (Upgraded), MS Office, Black, Slim)","18,924",2.9 out of 5 stars,https://www.amazon.in/Renewed-HP-ProBook-Graphics-Upgraded/dp/B09NGMBZGB/ref=sr_1_78?keywords=laptop&qid=1669651803&qu=eyJxc2MiOiI5LjIyIiwicXNhIjoiOS40OSIsInFzcCI6IjYuODUifQ%3D%3D&sr=8-78
78,"Lenovo IdeaPad Slim 5 Intel Core i5 11th Gen 15.6"" (39.62cm) FHD IPS Thin & Light Laptop (16GB/512GB SSD/Windows 11/Office 2021/Backlit/FPR/3months Game Pass/Graphite Grey/1.66Kg), 82FG01B5IN","62,990",4.1 out of 5 stars,https://www.amazon.in/Lenovo-IdeaPad-39-62cm-Graphite-82FG01B5IN/dp/B09Q5F1GTP/ref=sr_1_79?keywords=laptop&qid=1669651803&qu=eyJxc2MiOiI5LjIyIiwicXNhIjoiOS40OSIsInFzcCI6IjYuODUifQ%3D%3D&sr=8-79
79,"MSI GF63 Thin, Intel 11th Gen. i7-11800H, 40CM FHD 144Hz Gaming Laptop (8GB/512GB NVMe SSD/ Windows 11 Home/NVIDIA RTX 3050 4GB GDDR6/Black/1.86Kg), 11UC-866IN","68,990",,https://www.amazon.in/MSI-i7-11800H-Gaming-Windows-11UC-866IN/dp/B0BGZL34XZ/ref=sr_1_80?keywords=laptop&qid=1669651803&qu=eyJxc2MiOiI5LjIyIiwicXNhIjoiOS40OSIsInFzcCI6IjYuODUifQ%3D%3D&sr=8-80
